NeedID	ReqID	ReqTitle	ReqText	JustForReq	SourceJust	VerMethod
505	505.1.5.2	Pedestrian in Signalized Intersection Warning	The NYC CVPD performance monitoring subsystem shall utilize the post-processed event data and measure pedestrian-related conflicts/hard braking events.	Need ID 505: Need to assess vehicle-pedestrian crashes		Inspect
505	505.1.6	Pedestrian in Signalized Intersection Warning	The NYC CVPD performance monitoring subsystem shall evaluate the change in the number of reported vehicle- to-pedestrian crashes from the Before period to the Pilot period.	Need ID 505: Need to assess vehicle-pedestrian crashes		Inspect
505	505.2.1.1	Mobile Accessible Pedestrian Signal System	The NYC CVPD performance monitoring subsystem shall utilize the post-processed event data and measure the number of pedestrian crossing violation reductions.	Need ID 505: Need to assess vehicle-pedestrian crashes	NYC CVPD Performance Measurement Plan	Inspect
505	505.2.1.2	Mobile Accessible Pedestrian Signal System	The NYC CVPD performance monitoring subsystem shall utilize the post-processed event data and measure the visually-impaired pedestrian-related crash counts and rates.	Need ID 505: Need to assess vehicle-pedestrian crashes	NYC CVPD Performance Measurement Plan	Inspect
505	505.2.1.3	Mobile Accessible Pedestrian Signal System	The NYC CVPD performance monitoring subsystem shall utilize the post-processed event data and measure the conflicts with visually-impaired pedestrians.	Need ID 505: Need to assess vehicle -pedestrian crashes	NYC CVPD Performance Measurement Plan	Inspect
505	505.2.1.4	Mobile Accessible Pedestrian Signal System	The NYC CVPD performance monitoring subsystem shall utilize the post-processed event data and measure the wait time for crossing at the intersections.	Need ID 505: Need to assess vehicle -pedestrian crashes	NYC CVPD Performance Measurement Plan	Inspect
505	505.2.2	Mobile Accessible Pedestrian Signal System	The NYC CVPD performance monitoring subsystem shall evaluate the change in the number of reported crashes involving visually-impaired pedestrians from the Before period to the Pilot period.	Need ID 505: Need to assess vehicle -pedestrian crashes	NYC CVPD Performance Measurement Plan	Inspect
506	506.1.1.1	Oversize Vehicle Compliance	The NYC CVPD performance monitoring subsystem shall utilize the post-processed event data and measure the reduction in truck route violations Before and After period.	Need ID 506: Need to assess vehicle - infrastructure crashes	NYC CVPD Performance Measurement Plan	Test
506	506.1.2	Oversize Vehicle Compliance	The NYC CVPD performance monitoring subsystem shall evaluate the change in the number of reported crashes decrease from the Before period to the Pilot period.	Need ID 506: Need to assess vehicle - infrastructure crashes	NYC CVPD Performance Measurement Plan	Inspect
510	510.1.1	Common Safety Applications	The NYC CVPD performance monitoring subsystem shall count the number of events after the events of applications listed in Table C-1 in the Before and After periods.	Need ID 510: Need to assess all CV applications	NYC CVPD ConOps	Demo
510	510.2.1	IE Performance Monitoring	"The NYC CVPD performance monitoring subsystem shall normalize, obfuscate, aggregate, and analyze the performance measurement data specified in the Task 5 Performance Measurement Plan."	Need ID 510: Need to assess all CV applications	NYC CVPD ConOps	Demo
510	510.5.1	Weather Data	The NYC CVPD performance monitoring subsystem shall collect hourly weather data observations from the following National Weather Service (NWS) stations in NYC: o Central Park (KNYC) o Kennedy International Airport (KJFK) o LaGuardia Airport (KLGA)	Need ID 510: Need to assess all CV applications	NYC CVPD Performance Measurement Plan	Inspect
510	510.5.1.1	Weather Data	The NYC CVPD performance monitoring subsystem shall obtain the weather data listed in Table G -2.	Need ID 510: Need to assess all CV applications	NYC CVPD Performance Measurement Plan	Inspect
510	510.5.2	IE Performance Monitoring	The NYC CVPD performance monitoring subsystem shall utilize the post-processed data and transmit it to the RDE.	Need ID 510: Need to assess all CV applications	NYC CVPD Performance Measurement Plan	Inspect
510	510.6.1	IE Performance Monitoring	The NYC CVPD performance monitoring subsystem shall collect and post -process the volume counts from temporary automatic traffic recording (ATR) machines.	Need ID 510: Need to assess all CV applications	NYC CVPD Performance Measurement Plan	Inspect
510	510.7.1	IE Performance Monitoring	The NYC CVPD performance monitoring subsystem shall compare and post -process the travel time from MiM RFID tag readers.	Need ID 510: Need to assess all CV applications	NYC CVPD Performance Measurement Plan	Inspect
510	510.7.3	IE Performance Monitoring	The NYC CVPD performance monitoring subsystem shall compare and post-process the travel time from MTA bus GPS datasets.	Need ID 510: Need to assess all CV applications	NYC CVPD Performance Measurement Plan	Inspect
510	510.8.1	IE Performance Monitoring	"The NYC CVPD performance monitoring subsystem shall generate system performance reports on the number of active, inactive, and offline ASDs and RSUs in the field by time of day."	Need ID 510: Need to assess all CV applications	NYC CVPD Performance Measurement Plan	Inspect
510	510.8.2	IE Performance Monitoring	The NYC CVPD performance monitoring subsystem shall generate system performance reports on the number of CV applications in operation and warnings produced by time of day.	Need ID 510: Need to assess all CV applications	NYC CVPD Performance Measurement Plan	Inspect
510	510.8.3	IE Performance Monitoring	The NYC CVPD performance monitoring subsystem shall generate system performance reports on the network -wide system safety and mobility measurements. (Note: the reports shall include the crash frequencies and average speeds by peak period.)	Need ID 510: Need to assess all CV applications	NYC CVPD Performance Measurement Plan	Inspect
510	510.9.1	IE Performance Monitoring	The NYC CVPD performance monitoring subsystem shall provide obfuscated datasets without PII to the USDOT Independent Evaluator for additional evaluation.	Need ID 510: Need to assess all CV applications	NYC CVPD Performance Measurement Plan	Inspect
510	510.10.1	Aftermarket Safety Device	The ASD shall have the ability to operate in either silent mode or active mode.	Need ID 510: Need to assess all CV applications	NYC CVPD Performance Measurement Plan	Demo
510	510.10.1.1	Aftermarket Safety Device	The ASD shall record events* without audibly notifying the driver when operating in silent mode.	Need ID 510: Need to assess all CV applications	NYC CVPD Performance Measurement Plan	Demo
510	510.10.1.2	Aftermarket Safety Device	The ASD shall record events* while audibly notifying the driver when operating in active mode.	Need ID 510: Need to assess all CV applications	NYC CVPD Performance Measurement Plan	Demo
510	510.10.1.3	Aftermarket Safety Device	The ASD shall set the application mode to silent mode or active mode per the most recent parameters downloaded.	Need ID 510: Need to assess all CV applications	NYC CVPD Performance Measurement Plan	Demo
510	510.10.2	IE Performance Monitoring	The ASD shall have the capability of operating in active mode and recording normal driver behaviors and reactions while notifying the user of the perceived warnings.	Need ID 510: Need to assess all CV applications	NYC CVPD Performance Measurement Plan	Inspect
510	510.11.1	Research Data Exchange	The interface for transferring performance measurement information to the USDOT Research Data Exchange shall be negotiated by the NYC CVPD project team and the USDOT RDE operators during the detailed design of the system in Phase 2.	Need ID 510: Need to assess all CV applications	NYC CVPD Performance Measurement Plan	Inspect
203	203.20.1	Aftermarket Safety Device	The ASD shall prevent incoming messages with invalid conditions per criteria in the IEEE 1609.2 from being acted on.	Need ID 203: Need to manage CV equipment maintenance	NYC CVPD Safety Management Plan	Inspect
401	401.1.1	Aftermarket Safety Device	The ASD Vehicle Communications wireless link shall have communications security to ensure the authenticity of all its messages in accordance to the standards prescribed by the overall USDOT connected vehicle program.Need ID 401: Need to have trusted communications		Test
203	203.11.1	Aftermarket Safety Device	The ASD software components shall accommodate failures in hardware or in adjacent software modules in a way that does not pose hazards.
102.5	102.5.33	Aftermarket Safety Device	The ASD shall have access to Intersection IDs where the Pedestrian Detection equipment exists.			
104.5	104.5.9	Mobile Accessible Pedestrian Signal System	The PED application shall collect DSRC RF receive levels. (Note: this is for analysis of the reliability of the RSU to PED messages and the PED to RSU messages.	Need ID 104.2: Need to reduce crashes between vehicles and visually / audibly-impaired pedestrians	NYCDOT Pedestrian Functional Requirement	Inspect
